AssetID,Invest_ID,Address,Asset_Type,StreetWater,Inspection Date,Depth,Clogging,Clogging score,Clog_Flooding,C_Flood no missing,Cons. location (C/F),Cons. location (C/F) score,Flooding design std.,flood design score,Flood_Resp,Flood_LOF,Flood_COF,Flood_Risk,Crit_Defect,Cond_Resp,Cond_LOF,Cond_COF,Cond_Risk,LOF,COF,Risk,OBJECTID,PIPE_ID,INV_DATE,TYPE,PI_SHAPE,PI_SHP_OTH,PACP_Shape,"DIAMETER,FT",DIAM_OTHER,PIPE_RISE,PIPE_SPAN,"PACP_Heigh, IN",PACP_Width,PACP_Notes,MATERIAL,PACP_Mater,US_ID,US_DEPTH,US_INVERT,US_ELEV,US_FUNC,DS_ID,DS_DEPTH,DS_INVERT,DS_ELEV,DS_FUNC,SLOPE,ENABLED,CONST_DATE,Age at inspection,Active,EditDate,ShapeSTLen,MUKEY,Soil Type,soil descriptio,hydrologic,Hydro  group encoded,"Precipitation, mon avg, in."
169495,12005,6103 Darden Ct,pipe,yes,11/21/2019,2.5,greater_than_75%,10,no,no,n_a,0,unknown,2,5,4.8,1.55,7.44,1,0,3,1.7,5.1,3.72,1.64,6.1008,7701692,MCA435-1287-P,6/11/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA435-1287,2,623,625,Yes,MCA435-1288,0,0,613,UNK,0,0,1/0/1900,119.89,1,2/16/2021,206.8414874,113679,MeB,"Mecklenburg fine sandy loam, 2 to 8 percent slopes",C,2,3.793
170801,11231,1845 Pinewood Cir,structure,yes,8/9/2019,2.5,,0,,no,,0,,2,0,1.3,2,2.6,1,10,7,5.3,37.1,4.72,3.98,18.7856,7576036,ULS025-8660-P,6/12/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,ULS025-8660,4.2,0,0,Yes,ULS025-8661,3.8,0,0,Yes,0,0,1/0/1900,119.61,1,2/16/2021,14.10158766,113661,CuD,"Cecil-Urban land complex, 8 to 15 percent slopes",B,1,3.713
171174,7317,3101 Cresthill Dr,pipe,yes,9/24/2019,1.75,greater_than_75%,10,no,no,,0,,2,10,4.8,2.3,11.04,1,10,4.6,5,23,4.68,3.92,18.3456,7639469,MCA426-0924-P,6/13/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,MCA426-0924,1.6,690.4,692,Yes,MCA426-0923,1.6,689.4,691,Yes,0.02372587,0,1/0/1900,119.73,1,2/3/2020,42.14808101,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.79
171240,21653,3718 Burntwood Ct,pipe,yes,2/22/2021,4,less_than_25%,0,no,no,,0,unknown,2,5,1.3,1.55,2.015,1,0,4.6,1.7,7.82,3.28,1.64,5.3792,7644267,MCA426-1006-P,6/14/2011,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,MCA426-1006,4.1,672.9,677,Yes,SDTOPOR31.59,19,654,673,Yes,0.16713508,0,1/0/1900,121.15,1,2/16/2021,113.0821869,113659,CeD2,"Cecil sandy clay loam, 8 to 15 percent slopes, eroded",B,1,3.788
172041,11207,5228 Tresham Ct,structure,yes,1/10/2018,6,between_25%_to_50%,5,no,no,collector_,8,,2,5,3.05,6.35,19.3675,1,0,1.4,2,2.8,2.06,3.74,7.7044,7641458,MCA427-1747-P,6/15/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA427-1747,1.3,726.7,728,Yes,MCA427-1748,0.7,726.3,727,Yes,0.02112146,0,1/0/1900,118.03,1,2/16/2021,18.9380876,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.798
172045,11207,5228 Tresham Ct,structure,yes,1/10/2018,6.3,between_25%_to_50%,5,no,no,collector_,8,,2,5,3.05,6.35,19.3675,1,0,3,2.9,8.7,3.02,4.28,12.9256,7696200,MCA427-1699-P,6/16/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA427-1699,3.5,736.5,740,Yes,MCA427-1698,4.9,735.1,740,Yes,0.02339712,0,1/0/1900,118.03,1,2/16/2021,59.83643511,113688,Ur,Urban land,N/A,4,3.798
172209,81943,5122 Auburndale,pipe,yes,2/1/2021,4,less_than_25%,0,no,no,,0,,2,5,1.3,2.15,2.795,1,5,6,3.05,18.3,4.12,2.69,11.0828,7630534,MCA442-7708-P,6/17/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA442-7708,4.1,562.9,567,Yes,MCA442-7709,0,0,562,UNK,0,0,1/0/1900,121.09,1,2/16/2021,139.078587,113679,MeB,"Mecklenburg fine sandy loam, 2 to 8 percent slopes",C,2,3.774
172626,17366,5517 PROVIDENCE GLEN RD,structure,yes,4/29/2020,2.5,,0,no,no,,0,,2,0,1.3,0.8,1.04,1,0,1.4,0.8,1.12,1.36,0.8,1.088,7713630,MCA408-1421-P,6/18/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA408-1421,2.9,615.1,618,Yes,MCA408-1422,3.6,614.4,618,Yes,0.03195349,0,1/0/1900,120.33,1,2/16/2021,21.9068403,113693,WkD,"Wilkes loam, 8 to 15 percent slopes",D,4,3.782
172686,21924,5927 Providence Glen Rd,pipe,yes,3/19/2021,2.5,between_25%_to_50%,5,no,no,,0,unknown,2,5,3.05,1.55,4.7275,1,5,4.4,2.45,10.78,3.86,2.09,8.0674,7652583,MCA408-1530-P,6/19/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA408-1530,3.4,635.6,639,Yes,MCA408-1531,3.9,626.1,630,Yes,0.08279926,0,1/0/1900,121.22,1,2/16/2021,114.7353269,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.782
172699,19406,2233 Sutton Sorings Rd Charlotte NC,pipe,yes,8/24/2020,3,between_25%_to_50%,5,no,no,,0,,2,10,3.05,2.3,7.015,1,0,1.4,0.8,1.12,2.06,1.4,2.884,7596153,MCA408-1541-P,6/20/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,MCA408-1541,3,656,659,Yes,MCA408-1561,1.8,655.2,657,Yes,0.01753729,0,1/0/1900,120.65,1,2/16/2021,45.61708908,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.779
172811,10932,2964 Dunlavin Way,structure,yes,5/15/2019,6.9,between_25%_to_50%,5,no,no,collector_,8,meets_cds,0,10,1.75,7.1,12.425,1,0,1.4,2,2.8,1.54,4.04,6.2216,7563064,MCA408-1690-P,6/21/2011,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,MCA408-1690,4.5,624.5,629,Yes,MCA408-1691,0,0,0,UNK,0,0,1/0/1900,119.37,1,2/16/2021,63.10724993,113692,WkB,"Wilkes loam, 4 to 8 percent slopes",D,4,3.78
172812,10932,2964 Dunlavin Way,structure,yes,5/15/2019,7.4,less_than_25%,0,no,no,collector_,8,meets_cds,0,10,0,7.7,0,1,0,2.2,2.6,5.72,1.32,4.64,6.1248,7577099,MCA408-1691-P,6/22/2011,Pipe,Circular, ,C,2,0,0,0,24,0, ,Metal or Steel,CMP,MCA408-1691,0,0,627,Yes,MCA408-1692,2.1,611.9,614,Yes,0,0,1/0/1900,119.37,1,2/16/2021,284.7775118,113692,WkB,"Wilkes loam, 4 to 8 percent slopes",D,4,3.78
173113,10931,2126 Foxcroft Woods Ln,structure,yes,4/3/2018,8,less_than_25%,0,no,no,local_limited,8,,2,10,1.3,7.7,10.01,1,0,1.4,2.6,3.64,1.36,4.64,6.3104,7669280,MCA392-8163-P,6/23/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA392-8163,2.6,643.4,646,Yes,MCA392-8164,1.4,639.6,641,Yes,0.02954318,0,1/0/1900,118.26,1,2/16/2021,128.6253043,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.783
173134,17074,1518 Windy Ridge Rd,structure,yes,3/18/2020,10,less_than_25%,0,no,no,local_limited,8,,2,10,1.3,7.5,9.75,1,10,2.2,7.5,16.5,1.84,7.5,13.8,7655036,CHARX.57001-P,6/24/2011,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,CHARX.57001,10.4,624.6,635,Yes,MCA392-8183,0,0,635,UNK,0,0,1/0/1900,120.22,1,2/16/2021,57.07534082,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.784
173136,17074,1518 Windy Ridge Rd,structure,yes,3/18/2020,10,less_than_25%,0,no,no,local_limited,8,,2,10,1.3,7.5,9.75,1,10,7,6.6,46.2,4.72,6.96,32.8512,7639491,MCA392-8184-P,6/25/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,MCA392-8184,4.5,634.5,639,Yes,CHARX.57009,6,633,639,Yes,0.02307596,0,1/0/1900,120.22,1,2/16/2021,65.00272,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.785
173147,22182,1834 Shoreham Dr,structure,yes,3/30/2021,2.5,,0,no,no,,0,unknown,2,0,1.3,2.6,3.38,1,10,3.8,5.9,22.42,2.8,4.58,12.824,7612369,MCA392-8196-P,6/26/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA392-8196,3.6,639.4,643,Yes,MCA392-8197,3.4,638.6,642,Yes,0.01924707,0,1/0/1900,121.25,1,2/16/2021,41.56476223,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.785
173161,22182,1919 Shoreham Dr,structure,yes,3/30/2021,3,,0,no,no,,0,unknown,2,0,1.3,2.6,3.38,1,10,3.8,5.9,22.42,2.8,4.58,12.824,7615022,MCA392-8214-P,6/27/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA392-8214,2.5,629.5,632,Yes,MCA392-8213,3.3,628.7,632,Yes,0.03509663,0,1/0/1900,121.25,1,2/16/2021,22.79421126,113696,WuD,"Wilkes-Urban land complex, 8 to 15 percent slopes",D,4,3.782
173174,17745,2001 Broadleaf Pl,pipe,yes,5/21/2020,4,greater_than_75%,10,no,no,,0,,2,5,4.8,1.55,7.44,1,0,1.4,0.8,1.12,2.76,1.1,3.036,7722058,MCA392-8229-P,6/28/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA392-8229,3.5,641.5,645,Yes,MCA392-8230,0.3,636.7,637,Yes,0.03797572,0,1/0/1900,120.39,1,2/16/2021,126.3965527,113681,MkB,"Mecklenburg-Urban land complex, 2 to 8 percent slopes",C,2,3.782
173283,20187,1819 Yaupon Rd,structure,yes,10/22/2020,3.5,less_than_25%,0,no,no,local,6,,2,10,1.3,5,6.5,1,10,8.6,4.1,35.26,5.68,4.46,25.3328,7604701,MCA392-8554-P,6/29/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA392-8554,0,0,694,UNK,MCA392-8361,4.3,685.7,690,Yes,0,0,1/0/1900,120.81,1,2/16/2021,269.1965174,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.78
173390,22952,310 Glen Oaks Rd,pipe,yes,6/3/2021,6.5,,0,no,no,,0,unknown,2,0,1.3,0.8,1.04,1,0,4.6,2.6,11.96,3.28,1.88,6.1664,7563235,MCA392-8475-P,6/30/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,MCA392-8475,6.7,722.3,729,Yes,CNYN311.2,1.96,715,716.96,UNK,0.03610031,0,1/0/1900,121.43,1,2/17/2021,208.1097792,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.785
173390,23495,310 Glen Oaks Rd,pipe,yes,7/16/2021,6.5,,0,no,no,,0,unknown,2,0,1.3,0.8,1.04,1,0,7.8,3.5,27.3,5.2,2.42,12.584,7563235,MCA392-8475-P,7/1/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,MCA392-8475,6.7,722.3,729,Yes,CNYN311.2,1.96,715,716.96,UNK,0.03610031,0,1/0/1900,121.54,1,2/17/2021,208.1097792,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.785
174875,12804,2900 ROBINET PL ,pipe,yes,3/3/2020,6,less_than_25%,0,yes,yes,local,6,meets_cds,0,5,3.5,4.25,14.875,1,0,1.4,0.8,1.12,2.24,2.18,4.8832,7651984,MCA429-1223-P,7/2/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA429-1223,6,624,630,Yes,MCA429-1224,1.4,613.6,615,Yes,0.07728217,0,1/0/1900,120.17,1,2/16/2021,134.5717857,113694,WkE,"Wilkes loam, 15 to 25 percent slopes",D,4,3.786
175807,11210,259 Morning dale drive ,structure,yes,6/1/2020,10,between_25%_to_50%,5,no,no,collector_,8,,2,10,3.05,7.5,22.875,1,10,3.8,7.5,28.5,3.5,7.5,26.25,7648280,MCA389-6449-P,7/3/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,MCA389-6449,3.8,749.2,753,Yes,MCA389-6450,4.8,746.2,751,Yes,0.04395419,0,1/0/1900,120.42,1,2/16/2021,68.25288437,113671,HeB,"Helena sandy loam, 2 to 8 percent slopes",C,2,3.83
176269,23378,701 TUCKASEEGEE RD,structure,yes,7/20/2021,8.6,less_than_25%,0,no,no,,0,,2,10,1.3,3.3,4.29,1,10,8.6,6.9,59.34,5.68,5.46,31.0128,7722685,BRI056-8905-P,7/4/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,BRI056-8905,4.2,656.49,660.69,Yes,BRI056-8908,-0.78,656.29,655.51,Yes,0.00072345,0,11/19/2018,10.05,1,11/30/2021,276.4527874,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.732
176271,23378,701 TUCKASEEGEE RD,structure,yes,7/20/2021,6,less_than_25%,0,no,no,,0,,2,10,1.3,2.9,3.77,2,10,8.6,6.5,55.9,5.68,5.06,28.7408,7699486,CHESCT-016-P,7/5/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,CHESCT-016,5,646,651,UNK,BRI056-8911,28.4,618.02,646.42,Yes,0.22429248,0,11/19/2018,10.04,1,11/30/2021,124.7478299,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.732
176333,23834,2809 TUCKASEEGEE RD,structure,yes,11/11/2021,4,less_than_25%,0,no,no,,0,,2,10,1.3,2.9,3.77,1,10,5.4,6.5,35.1,3.76,5.06,19.0256,7567429,BRI056-8956-P,7/6/2011,Pipe,Box, ,R,0,0,7,8,84,96, ,Concrete,RCP,BRI056-8956,13.6,645.4,659,Yes,BRI056-8957,14,645.15,659.15,Yes,0.00843415,0,11/19/2018,10.35,1,11/30/2021,29.64141085,113659,CeD2,"Cecil sandy clay loam, 8 to 15 percent slopes, eroded",B,1,3.725
176334,23834,2809 TUCKASEEGEE RD,structure,yes,11/11/2021,4,less_than_25%,0,no,no,,0,,2,10,1.3,2.9,3.77,1,10,3.8,6.5,24.7,2.8,5.06,14.168,7711602,BRI056-8957-P,7/7/2011,Pipe,Box, ,R,0,0,7,8,84,96, ,Concrete,RCP,BRI056-8957,14,645.15,659.15,Yes,BRI056-0112,12.8,646.8,659.6,Yes,-0.28721818,0,11/19/2018,10.35,1,11/30/2021,5.744761651,113659,CeD2,"Cecil sandy clay loam, 8 to 15 percent slopes, eroded",B,1,3.725
176525,12688,1250 Betsy Dr,structure,yes,2/20/2020,3,,0,,no,,0,,2,0,1.3,0.8,1.04,1,0,2.2,0.8,1.76,1.84,0.8,1.472,7579626,PGRM1608.01-P,7/8/2011,Pipe,Circular, ,C,2.5,0,0,0,30,0, ,Concrete,RCP,PGRM1608.01,0,0,0,UNK,ULS020-0756,0,0,0,UNK,0,0,1/0/1900,120.14,1,2/16/2021,197.9744543,113672,HuB,"Helena-Urban land complex, 2 to 8 percent slopes",C,2,3.794
176590,19939,5609 FIVE KNOLLS DR ,pipe,no,10/1/2020,6,less_than_25%,0,no,no,local,6,unknown,2,10,1.3,0,0,1,0,1.4,0,0,1.36,0,0,7672926,MCA445-7459-P,7/9/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA445-7459,6,554,560,Yes,SDTOPOM39.141,8.1,551.9,560,Yes,0.10228026,0,1/0/1900,120.75,1,2/16/2021,20.53182032,113694,WkE,"Wilkes loam, 15 to 25 percent slopes",D,4,3.752
176677,11212,1301 East Barden Rd,structure,yes,11/28/2020,10,between_25%_to_50%,5,no,no,collector_,8,,2,10,3.05,7.5,22.875,1,0,2.2,2.4,5.28,2.54,4.44,11.2776,7677946,MCA445-7560-P,7/10/2011,Pipe,Circular, ,C,1,0,0,0,12,0, ,Plastic,PE,MCA445-7560,3.7,544.3,548,Yes,MCA445-7559,3.1,542.9,546,Yes,0.0135898,0,1/0/1900,120.91,1,2/16/2021,103.0184553,113694,WkE,"Wilkes loam, 15 to 25 percent slopes",D,4,3.755
176679,11212,1301 East Barden Rd,structure,yes,11/28/2018,10,less_than_25%,0,no,no,collector_,8,,2,10,1.3,7.5,9.75,1,0,2.2,2.4,5.28,1.84,4.44,8.1696,7580175,MCA445-7563-P,7/11/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Plastic,PE,MCA445-7563,3.3,540.7,544,Yes,MCA445-7562,5,540,545,Yes,0.00596352,0,1/0/1900,118.91,1,2/16/2021,117.3802432,113677,MO,Monacan loam,C,2,3.752
176826,12286,15139 WYNDHAM OAKS DR ,structure,yes,12/30/2019,5,less_than_25%,0,no,no,,0,,2,0,1.3,0.8,1.04,1,0,1.4,0.8,1.12,1.36,0.8,1.088,7675658,MCA446-7517-P,7/12/2011,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,MCA446-7517,5.3,622.7,628,Yes,MCA446-7518,2.3,622.7,625,Yes,0,0,1/0/1900,120.00,1,2/16/2021,14.55358462,113674,IrB,"Iredell fine sandy loam, 1 to 8 percent slopes",C/D,3,3.751
177593,19272,4505 Nora's Path Rd Charlotte NC,pipe,yes,8/11/2020,3,greater_than_75%,10,yes,yes,local_limited,8,unknown,2,10,4.8,5.9,28.32,1,5,7.8,2.45,19.11,6.6,3.83,25.278,7614874,MCA402-7717-P,7/13/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA402-7717,5.2,648.8,654,Yes,MCA402-7718,0.5,633.5,634,No,0.06871842,0,1/0/1900,120.62,1,2/16/2021,222.6477262,113662,DaB,"Davidson sandy clay loam, 2 to 8 percent slopes",B,1,3.763
178176,11051,7304 Pence Rd,structure,yes,4/18/2017,9,less_than_25%,0,no,no,thoroughfare,10,,2,10,1.3,8.4,10.92,1,0,2.2,2.4,5.28,1.84,4.8,8.832,7579349,FLNWD1644.0002-P,7/14/2011,Pipe,Circular, ,C,2.5,0,0,0,30,0, ,Concrete,RCP,FLNWD1644.0002,7.87,698.1,705.97,UNK,FLNWD1644.0001,10.57,695.88,706.45,UNK,0.07083053,0,1/0/1900,117.30,1,2/16/2021,31.3424181,113661,CuD,"Cecil-Urban land complex, 8 to 15 percent slopes",B,1,3.811
178196,21553,4722 Tennille Ct.,structure,yes,2/15/2021,5,between_50%_to_75%,7,no,no,,0,,2,5,3.75,2.75,10.3125,1,5,3.8,2.75,10.45,3.78,2.75,10.395,7709703,MCA447-6920-P,7/15/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Plastic,PE,MCA447-6920,4.9,596.1,601,Yes,SDTOPOK40.17,0,591,591,UNK,0.03544586,0,1/0/1900,121.13,1,2/16/2021,143.8813817,113674,IrB,"Iredell fine sandy loam, 1 to 8 percent slopes",C/D,3,3.717
179194,17422,7632 Glencannon Dr,pipe,yes,5/20/2020,3.55,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5,26,1,10,7.8,5,39,6.76,5,33.8,7615946,MCA395-1117-P,7/16/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,MCA395-1117,3.5,729.5,733,Yes,MCA395-1111,3.6,729.4,733,Yes,0.00268157,0,1/0/1900,120.39,1,2/16/2021,37.2916131,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.795
179195,17422,7632 Glencannon Dr,pipe,yes,5/20/2020,3.5,less_than_25%,0,no,no,collector_,8,meets_cds,0,10,0,5.9,0,1,0,1.4,0.8,1.12,0.84,2.84,2.3856,7625101,MCA395-1120-P,7/17/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,MCA395-1120,0,0,734,Yes,MCA395-1117,3.6,729.4,733,Yes,0,0,1/0/1900,120.39,1,2/16/2021,12.76596837,113671,HeB,"Helena sandy loam, 2 to 8 percent slopes",C,2,3.795
179196,17422,7632 Glencannon Dr,pipe,yes,5/20/2020,4.25,less_than_25%,0,no,no,collector_,8,meets_cds,0,10,0,5.9,0,1,10,6.2,5.9,36.58,3.72,5.9,21.948,7720046,MCA395-1119-P,7/18/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA395-1119,4.1,739.9,744,Yes,MCA395-1118,4.4,739.6,744,Yes,0.01138897,0,1/0/1900,120.39,1,2/16/2021,26.34128218,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.797
179197,17422,7632 Glencannon Dr,pipe,yes,5/20/2020,4.4,less_than_25%,0,no,no,collector_,8,meets_cds,0,10,0,5.9,0,1,10,8.6,5.9,50.74,5.16,5.9,30.444,7591608,MCA395-1118-P,7/19/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA395-1118,4.4,739.6,744,Yes,MCA395-1120,0,0,734,Yes,0,0,1/0/1900,120.39,1,2/16/2021,245.1951276,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.795
179226,12069,6619 WOODTHRUSH DR ,pipe,yes,12/2/2019,5.8,did_not_inspect,0,no,no,local,6,fails_cds_meets_retrofit,3,10,1.95,6.2,12.09,1,10,7.6,4.4,33.44,5.34,5.12,27.3408,7628662,MCA395-1156-P,7/20/2011,Pipe,Circular, ,C,4,0,0,0,48,0, ,Concrete,RCP,MCA395-1156,0,0,738,Yes,CHARX.50177,5.8,729.2,735,Yes,0,0,1/0/1900,119.92,1,2/16/2021,147.0498598,113671,HeB,"Helena sandy loam, 2 to 8 percent slopes",C,2,3.795
179472,11051,7304 Pence Rd,pipe,yes,4/18/2017,5.5,less_than_25%,0,no,no,thoroughfare,10,meets_cds,0,5,0,7.25,0,1,0,6,2.9,17.4,3.6,4.64,16.704,7640138,CHARX.49704-P,7/21/2011,Pipe,Circular, ,C,4,0,0,0,48,0, ,Metal or Steel,CMP,CHARX.49704,5.5,733.5,739,Yes,MCA395-1428,0,0,745,UNK,0,0,1/0/1900,117.30,1,2/16/2021,16.26177937,113671,HeB,"Helena sandy loam, 2 to 8 percent slopes",C,2,3.799
181004,10980,10512 FLENNIGAN WY,pipe,yes,7/30/2019,4,less_than_25%,0,no,no,ffe_principal_structure,8,fails_retrofit,8,0,5.2,4.4,22.88,1,0,1.4,0.8,1.12,2.92,2.24,6.5408,7662940,MCA384-7020-P,7/22/2011,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,MCA384-7020,3.6,628.4,632,Yes,MCA384-7126,3.3,624.7,628,Yes,0.0211165,0,1/0/1900,119.58,1,2/16/2021,175.2184613,113666,EnD,"Enon sandy loam, 8 to 15 percent slopes",C,2,3.72
181071,13355,11023 HARRISON'S CROSSING AV ,pipe,yes,3/24/2020,5.8,less_than_25%,0,no,no,local_limited,8,meets_cds,0,10,0,5.9,0,1,10,3,3.2,9.6,1.8,4.28,7.704,7620239,HRSNX11023.4-P,7/23/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,HRSNX11023.4,4.96,646.97,651.93,UNK,HRSNX11023.5,5.66,646.37,652.03,UNK,0,0,1/0/1900,120.23,1,10/7/2021,45.58130271,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.719
181116,20020,10023 PARADISE RIDGE RD ,pipe,yes,10/7/2020,8,less_than_25%,0,no,no,local_limited,8,unknown,2,10,1.3,5.9,7.67,1,10,3,5.9,17.7,2.32,5.9,13.688,7569853,MCA384-7138-P,7/24/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,MCA384-7138,10.7,649.3,660,Yes,MCA384-7144,7.7,646.3,654,Yes,0.01415943,0,1/0/1900,120.77,1,2/16/2021,211.8729714,113656,ApB,"Appling sandy loam, 2 to 8 percent slopes",B,1,3.72
181157,21358,10142 VICTORIA MILL CT ,pipe,yes,2/9/2021,2.5,less_than_25%,0,no,no,local,6,unknown,2,0,1.3,3.5,4.55,1,0,4.6,1.7,7.82,3.28,2.42,7.9376,7585879,MCA384-7187-P,7/25/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA384-7187,3.9,662.1,666,Yes,MCA384-7188,1.1,661.9,663,Yes,0.00167309,0,1/0/1900,121.11,1,2/16/2021,119.5390139,113689,VaB,"Vance sandy loam, 2 to 8 percent slopes",C,2,3.719
181157,21358,10142 Victoria Mill Ct,pipe,yes,2/9/2021,2.5,less_than_25%,0,no,no,local,6,meets_cds,0,0,0,3.5,0,1,0,7.8,0.8,6.24,4.68,1.88,8.7984,7585879,MCA384-7187-P,7/26/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA384-7187,3.9,662.1,666,Yes,MCA384-7188,1.1,661.9,663,Yes,0.00167309,0,1/0/1900,121.11,1,2/16/2021,119.5390139,113689,VaB,"Vance sandy loam, 2 to 8 percent slopes",C,2,3.719
182024,12256,5901 WINBURN LN,structure,yes,1/6/2020,0,less_than_25%,0,no,no,local_limited,8,meets_cds,0,10,0,6.5,0,1,0,2.2,1.4,3.08,1.32,3.44,4.5408,7689063,STAFFORD.0072-P,7/27/2011,Pipe,Circular, ,C,3,0,0,0,36,0, ,Concrete,RCP,STAFFORD.0072,4.44,715.23,719.67,UNK,STAFFORD.0073,5.47,712.96,718.43,UNK,1.56,0,1/9/2018,8.45,1,2/16/2021,145.7469549,113689,VaB,"Vance sandy loam, 2 to 8 percent slopes",C,2,3.855
182025,12256,5901 WINBURN LN,structure,yes,1/6/2020,0,less_than_25%,0,no,no,local_limited,8,meets_cds,0,10,0,6.5,0,1,0,2.2,1.4,3.08,1.32,3.44,4.5408,7701258,TLRCK811.0001-P,7/28/2011,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,TLRCK811.0001,5.77,674.32,680.09,UNK,TLRCK811.0002,5.39,666.41,671.8,UNK,9.33,0,6/21/2019,8.45,1,2/16/2021,88.61467353,113694,WkE,"Wilkes loam, 15 to 25 percent slopes",D,4,3.761
182026,12256,5901 Winburn Ln,structure,yes,1/6/2020,0,between_50%_to_75%,7,no,no,local_limited,8,meets_cds,0,10,2.45,5.9,14.455,1,0,1.4,0.8,1.12,1.82,2.84,5.1688,7673180,TLRCK811.0002-P,7/29/2011,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,TLRCK811.0002,8.07,663.73,671.8,UNK,TLRCK811.0003,4.61,663.27,667.88,UNK,3.38,0,6/21/2019,8.44,1,2/16/2021,12.89094348,113694,WkE,"Wilkes loam, 15 to 25 percent slopes",D,4,3.761
