Asset Type,Inspection Date,Depth,Cons Location Score,Flood Design Score,INV DATE,PACP Shape,PACP Height,PACP Mater,CONST DATE,Length,Encoded Hydro Group,Precipitation,Risk
structure,43963.67,8,8,2,39763,O,29,RCP,20090,32.27556426,1,3.831,7.9856
structure,43881.71,2.7,0,2,39773,C,24,RCP,32689,8.234497702,1,3.857,6.1088
pipe,44166.71,6,3,2,39763,C,60,CMP,37257,22.68991984,2,3.838,5.588
pipe,44495.71,2.3,0,2,41948,C,15,RCP,38839,29.27919899,1,3.854,18.5024
structure,43432.67,7.5,10,2,41946,C,18,RCP,36161,121.5132192,1,3.745,5.984
structure,43860.71,4.5,0,2,41950,C,15,RCP,31048,145.2082484,4,3.773,1.088
structure,43860.71,6,0,2,41950,C,15,RCP,31048,82.32470431,4,3.773,1.472
pipe,44200.67,5.5,0,3,41975,C,36,CMP,24838,146.7960846,1,3.841,12.222
pipe,43230.67,8.5,8,3,41974,C,66,CMP,28671,26.49010658,2,3.881,37.8
pipe,43700.67,4.25,8,0,41978,C,15,RCP,28671,53.58908637,1,3.88,4.5024
pipe,43700.67,4.4,6,3,41978,C,15,RCP,28671,166.2678184,1,3.882,8.1
pipe,44057.67,4,0,2,41995,C,24,RCP,26672,134.7952092,2,3.863,5.3312
pipe,44075.71,4.5,0,2,42002,C,36,RCP,29587,68.56441659,2,3.866,16.5968
pipe,43914.67,3,0,2,42010,C,15,RCP,24397,24.1609234,2,3.853,3.276
pipe,43915.67,3.5,6,2,42010,C,15,RCP,24108,168.7727592,2,3.853,6.0168
pipe,43915.67,3.5,6,2,42010,C,15,RCP,24108,168.7727592,2,3.853,6.8448
pipe,43903.71,0,0,2,42031,C,15,RCP,39457,152.3640463,3,3.859,11.7876
pipe,44231.71,3,0,2,42010,C,24,CMP,20637,67.39658478,4,3.754,3.96
structure,43055.67,5.7,10,2,42012,C,15,RCP,20637,27.76451981,1,3.747,7.544
pipe,44368.67,7,6,8,42016,C,15,VCP,20637,93.59570351,1,3.739,8.432
pipe,44371.67,10,0,8,34491,C,36,RCP,27760,303.9297246,1,3.7,20.502
pipe,43805.71,0,0,2,43815,C,15,RCP,18264,168.8023671,1,3.73,12.4832
pipe,43437.67,20,0,2,40224,R,84,RCP,40185,294.4888955,1,3.709,36.344
pipe,43437.67,20,0,2,40224,R,84,RCP,40185,295.3812104,1,3.709,32.648
pipe,43935.67,10.7,8,2,39930,R,108,RCP,38625,70.19227965,1,3.693,6.8544
pipe,44412.67,10,0,2,39968,C,30,RCP,33967,153.0089583,4,3.715,12.168
pipe,43844.71,7,0,0,42081,C,30,RCP,36290,124.3428145,2,3.829,6.552
pipe,43381.67,12,10,0,42842,A,96,RCP,31958,78.02160341,1,3.758,8.316
pipe,43941.67,4,0,2,42108,C,18,RCP,32400,47.02203407,2,3.796,1.496
structure,43979.71,4.3,0,2,42101,C,18,RCP,32686,10.0136834,1,3.737,24.1664
pipe,43686.67,4,0,2,42102,C,18,RCP,35431,44.97325607,1,3.734,11.7872
pipe,43768.67,6,0,2,42111,R,48,RCP,25204,65.82855785,1,3.756,7.0448
pipe,43768.67,6,0,2,42111,R,48,RCP,38718,97.23362459,1,3.756,29.744
structure,44063.67,6.9,6,2,43272,C,15,RCP,39982,25.36353293,2,3.707,5.6672
pipe,43817.71,6.2,0,2,42136,C,15,RCP,35431,149.7481339,1,3.711,0
structure,43055.67,8.4,10,2,42137,C,30,RCP,39192,70.57792509,2,3.707,8.832
pipe,43110.67,10,8,0,44174,C,60,RCP,39225,73.86139312,2,3.786,6.8376
pipe,43298.67,7.5,6,0,43313,R,72,RCP,20455,38.56399976,2,3.741,9.5872
pipe,43298.67,7.5,6,0,43313,R,72,RCP,20455,57.70367884,2,3.741,9.5872
pipe,43600.67,7.3,8,0,42165,O,48,CMP,31572,11.24381975,1,3.84,33.938
pipe,43600.67,7.55,8,0,42165,O,48,CMP,31572,28.65328447,1,3.84,33.938
pipe,43600.67,7.4,8,0,42165,O,48,CMP,31572,11.28174876,1,3.84,28.968
pipe,43600.67,7.6,8,0,42165,C,78,CMP,21916,60.79152752,1,3.837,24.8064
pipe,44314.67,2.5,0,2,40262,C,15,RCP,35801,53.73245077,1,3.758,5.984
pipe,44089.67,6,0,2,40367,C,30,CMP,21916,105.9251545,1,3.765,20.4152
pipe,44110.71,4,0,2,44342,O,36,RCP,37622,164.9579904,4,3.681,6.968
pipe,44141.71,4.75,0,2,44349,C,24,RCP,36987,116.9915532,2,3.672,6.968
pipe,43893.67,8,6,0,42576,C,72,RCP,38996,60.5702509,2,3.902,5.6672
pipe,43893.67,8,6,0,42576,C,72,RCP,38996,61.58148039,2,3.902,27.404
pipe,44397.67,8.6,0,2,42257,C,36,CMP,0,32.15776934,2,3.769,12.168
pipe,44397.67,7,0,2,42257,C,36,RCP,0,38.41249223,2,3.769,21.4544
pipe,44511.71,4,0,2,42263,C,18,RCP,37987,371.2199449,1,3.768,23.192
pipe,43881.71,3,0,2,43195,C,15,RCP,31048,241.7150562,2,3.794,17.576
pipe,44021.67,12,0,2,42268,C,90,CMP,28471,128.4925026,2,3.793,30.7848
pipe,44117.67,4,0,0,43377,C,18,RCP,40371,45.93365301,2,3.783,0.672
pipe,43915.67,2.5,0,2,43369,C,15,RCP,34335,16.26752652,4,3.781,11.3552
pipe,43915.67,5.5,0,2,43369,C,48,CMP,25934,234.4309162,4,3.781,15.3416
pipe,44163.67,10,8,0,43375,C,48,RCP,40372,19.06587873,2,3.783,6.8376
pipe,43432.67,10,8,0,43375,C,48,RCP,40372,25.45838868,2,3.783,6.8376
pipe,43432.67,10,8,0,43375,C,48,RCP,40372,19.95726336,2,3.783,6.8376
pipe,43829.67,5.5,0,2,43640,C,24,RCP,31778,182.0616707,2,3.716,4.16
pipe,44148.71,3,0,2,42300,C,36,CMP,23012,95.92239272,2,3.905,4.452
pipe,42843.67,9,10,3,43598,C,48,CMP,34219,30.15156957,2,3.799,11.07
pipe,42843.67,9,10,3,43598,C,48,CMP,34335,52.62329065,2,3.799,48.888
structure,44250.67,4,0,2,43503,C,15,PE,40147,107.8784868,2,3.826,17.864
pipe,44242.71,6,0,2,43501,C,48,RCP,34335,130.3816109,2,3.824,19.8942
structure,44064.67,4.5,0,2,43668,C,24,RCP,41254,149.2621128,2,3.72,12.4832
pipe,43733.67,3,0,2,42347,C,15,RCP,30682,148.1143322,1,3.82,23.128
pipe,43985.67,6,0,2,40087,C,36,RCP,0,104.516005,4,3.714,2.72
structure,44013.67,4,0,2,43279,R,36,RCP,42916,25.51117741,4,3.719,22.6064
pipe,43836.71,0,8,0,40158,C,18,RCP,0,31.29903862,4,3.723,2.3856
pipe,43836.71,0,8,0,40158,C,18,RCP,0,176.1963072,4,3.723,1.8816
structure,43257.67,9,8,2,40191,C,15,RCP,0,31.40078491,3,3.724,12.0396
structure,43257.67,7,8,2,40191,C,15,RCP,0,110.2294318,3,3.726,11.0236
structure,43896.67,7,8,2,42402,C,15,RCP,29489,41.00389943,1,3.831,21.07
pipe,44165.67,4.2,0,0,42376,C,24,RCP,0,161.3479156,1,3.792,0
pipe,43453.67,8.75,8,2,44238,C,54,RCP,0,29.55486411,1,3.784,6.0384
pipe,43453.67,7.2,8,2,44238,C,54,RCP,0,32.84259846,1,3.784,5.4944
pipe,43453.67,6.95,8,2,44238,C,48,RCP,0,17.64228957,1,3.784,16.472
pipe,43453.67,8.4,8,2,44238,C,54,RCP,0,10.51349767,1,3.784,19.2864
structure,43838.67,6,8,2,44238,C,24,RCP,0,60.67481289,2,3.784,8.9404
pipe,43805.71,3,0,2,40176,C,18,RCP,0,111.1858735,2,3.822,3.63
pipe,44357.67,4,0,2,40206,C,24,RCP,0,162.3515993,2,3.819,12.8576
structure,43865.71,4,8,2,43503,C,78,CMP,0,45.51393489,2,3.729,5.2256
structure,43865.71,4,8,2,43503,C,15,RCP,43423,44.29088915,2,3.729,5.2256
pipe,44105.67,6,8,8,42432,C,36,CMP,18994,67.14851018,4,3.695,29.4056
pipe,44063.67,0,0,2,42474,C,36,RCP,0,111.1025924,2,3.859,14.3312
pipe,44333.67,5,0,2,44090,C,42,CMP,31229,18.21952795,4,3.766,3.08
pipe,44314.67,5.5,0,2,44090,C,42,CMP,27030,131.6916699,4,3.766,11.7176
pipe,43889.67,1,0,8,39527,C,18,RCP,28671,19.26480356,2,3.909,5.46
pipe,43896.67,7,8,2,43524,C,54,RCP,39671,65.56247188,4,3.737,5.4944
structure,44022.67,10,0,2,43524,C,18,RCP,38909,25.0487202,4,3.752,3.752
pipe,44105.67,10,6,2,43524,C,18,RCP,38909,25.0487202,4,3.752,4.7328
pipe,44070.67,3.5,0,2,42240,C,24,RCP,30682,196.1612193,2,3.787,8.4224
pipe,44204.71,10,0,2,42545,C,48,PE,27210,97.39032571,1,3.788,18.4992
pipe,44204.71,10,0,2,42545,C,48,PE,27210,76.04505659,1,3.788,4.416
pipe,44141.71,4,0,2,41589,C,15,RCP,0,27.68279119,1,3.784,1.904
pipe,44141.71,3.5,0,2,41589,C,15,RCP,0,98.90167729,1,3.784,6.968
pipe,44141.71,5,6,2,41589,C,15,RCP,0,57.66907996,1,3.784,20.922
pipe,44201.71,4.3,0,2,41589,C,36,RCP,0,24.45237025,2,3.777,28.7408
pipe,44201.71,4.8,0,2,41589,C,36,RCP,0,10.42448666,2,3.777,19.1648
pipe,43868.71,4.8,6,3,41599,C,24,RCP,39715,23.66719848,1,3.761,4.0176
pipe,43868.71,4,0,2,41599,C,30,CMP,19360,17.51698172,1,3.761,4.4
pipe,43868.71,4.4,3,8,41599,C,30,CMP,39715,62.70106498,1,3.761,9.5504
pipe,43868.71,3.5,0,2,41599,C,24,RCP,39715,144.49654,1,3.761,1.088
pipe,43979.67,4,0,2,42538,C,30,RCP,0,55.54147424,1,3.754,10.088
pipe,43943.67,7.5,8,0,42579,C,54,RCP,35611,16.15923524,1,3.77,3.3936
pipe,43943.67,7.5,8,0,42579,C,54,RCP,35611,22.39164975,2,3.77,3.1416
pipe,43174.67,8,8,0,42579,C,60,RCP,35611,62.91617428,2,3.755,19.596
pipe,43174.67,8,8,0,42579,C,60,RCP,35611,66.81504273,2,3.755,12.78
pipe,43943.67,10,8,0,42577,C,72,RCP,37431,113.2403767,3,3.685,8.0808
pipe,42894.67,7.7,8,0,42578,C,72,RCP,33419,84.25373537,2,3.763,19.596
pipe,43173.67,7,6,2,42578,C,60,RCP,33624,33.43201215,2,3.8,5.0048
pipe,43173.67,7,8,2,42578,C,60,CMP,37622,111.1367626,2,3.8,20.2184
pipe,43892.67,10,8,2,42580,C,60,RCP,0,43.87982138,2,3.901,35.4
pipe,42880.67,7.75,8,0,42583,C,72,RCP,37802,157.2672641,1,3.766,23.004
pipe,43923.67,8,6,2,42585,C,60,CMP,32689,56.79897406,4,3.709,28.52
pipe,43923.67,8,6,2,42585,C,60,CMP,32689,66.16118449,4,3.709,22.568
pipe,43923.67,8,6,2,42585,C,60,CMP,32689,65.74773724,4,3.709,10.672
pipe,43908.67,9,8,0,42592,C,66,CMP,37896,79.10593596,4,3.78,20.9304
pipe,43908.67,8,8,3,42592,C,72,CMP,38353,199.8300145,4,3.78,32.0694
pipe,43914.67,9,6,0,42592,C,72,CMP,35611,75.03865793,1,3.75,26.928
pipe,43006.67,13,0,2,42593,C,60,RCP,35796,105.9462758,2,3.778,17.6528
pipe,43006.67,14,8,2,42593,C,60,RCP,36526,248.7570124,2,3.779,21.9632
pipe,44211.71,6.5,0,2,42597,C,42,CMP,37896,16.64222814,1,3.749,22.9616
pipe,43440.67,6.5,6,0,42597,C,42,CMP,37896,16.64222814,1,3.749,31.248
structure,43943.67,7.3,0,2,40002,C,24,RCP,0,98.37376955,2,3.808,29.744
structure,43943.67,7.9,0,2,40002,C,30,RCP,0,123.9996122,2,3.808,6.1472
pipe,43991.67,1.5,0,2,40008,C,15,RCP,0,24.70592676,1,3.819,10.8896
pipe,44250.67,3,0,8,40008,C,15,RCP,0,77.76249899,1,3.819,3.212
pipe,44151.71,3,10,8,40008,C,15,RCP,0,16.34865848,1,3.819,9.344
pipe,44420.67,10,8,3,40009,C,48,RCP,0,134.2827227,4,3.838,24.6384
pipe,44420.67,10,8,3,40009,C,48,CMP,0,35.79512303,4,3.838,37.1664
pipe,44420.67,10,8,3,40015,C,48,CMP,0,52.52031344,4,3.838,30.4848
pipe,44420.67,10,8,3,40015,C,48,CMP,0,37.03766669,2,3.838,36.45
pipe,44431.67,5,8,3,40007,R,36,CMP,0,4.753687092,1,3.829,15.5944
pipe,44431.67,5,8,3,40007,C,36,CMP,0,10.1739455,1,3.829,15.5944
pipe,44431.67,5,8,3,33781,C,72,CMP,17533,32.84222181,1,3.829,41.038
structure,44497.71,8.5,6,2,42600,C,15,RCP,0,50.56981728,4,3.735,37.488
structure,43846.67,7.6,6,2,42600,C,15,RCP,0,114.7646895,4,3.735,11.408
structure,43846.67,6.6,6,2,42600,C,15,RCP,0,92.62777832,4,3.735,11.408
structure,44497.71,6.8,6,2,42600,C,54,RCP,36526,127.77297,2,3.735,14.3336
structure,43846.67,7,6,2,42600,C,54,RCP,0,5.67965371,2,3.736,10.1384
structure,44497.67,7,6,2,42600,C,24,RCP,36161,158.2551252,2,3.735,5.2088
structure,43846.67,7,6,2,42600,C,15,RCP,0,54.81848002,4,3.735,18.5288
structure,44497.67,7,6,2,42600,C,15,CMP,0,83.3159376,4,3.735,10.1384
structure,43277.67,7,6,2,40024,C,24,RCP,0,420.0415852,4,3.85,7.9092
structure,43277.67,0,6,2,40024,C,15,RCP,0,29.84503157,4,3.852,9.3288
structure,44475.67,5,0,2,40024,A,180,RCP,0,22.13445391,4,3.856,14.4272
pipe,44399.71,20,0,2,40022,C,60,CMP,0,176.7216456,4,3.823,17.516
pipe,44399.71,20,0,2,40022,C,48,CMP,0,326.6483752,4,3.823,27.3008
structure,43277.67,7.8,6,2,40022,C,60,CMP,0,389.2837418,4,3.821,0
structure,43277.67,6.3,6,2,40022,C,12,CMP,0,115.3023012,4,3.821,0
structure,44134.71,4,0,2,40079,C,18,RCP,29221,66.72573983,4,3.759,19.0256
structure,44134.71,5,0,2,40079,C,24,RCP,41303,58.84101119,1,3.758,3.128
structure,43889.67,8,6,2,42214,C,15,RCP,41275,120.2085293,1,3.811,14.7392
structure,43889.67,8,6,2,42214,C,84,CMP,41275,63.67809574,1,3.811,6.7712
pipe,44125.71,5.4,0,2,42626,C,36,RCP,0,110.4338946,1,3.848,10.088
pipe,43852.67,12.5,10,0,42605,C,36,RCP,0,257.8435232,1,3.673,37.38
pipe,43852.67,9.85,10,0,42605,C,54,RCP,39426,221.7306551,2,3.673,19.908
pipe,43852.67,9.15,10,0,42605,C,54,RCP,0,39.70996927,1,3.673,17.6328
structure,43047.67,7.3,10,0,43111,C,18,RCP,38548,44.09895887,1,3.876,11.2
pipe,43871.67,1.9,8,8,42682,C,15,RCP,0,25.93627458,1,3.79,12.2688
pipe,43871.67,1.6,8,8,42682,C,15,RCP,0,127.503511,1,3.79,10.9728
pipe,43277.67,17,8,3,39947,C,60,RCP,0,51.75421156,1,3.697,29.9892
pipe,44054.67,5,6,0,39952,C,30,RCP,0,241.2431767,1,3.701,2.5872
pipe,43902.67,4,10,8,39955,C,24,RCP,0,44.05288136,1,3.707,42.432
pipe,43902.67,4,10,8,39955,C,24,RCP,0,37.43673964,1,3.707,48.96
pipe,43902.67,4,10,8,39959,C,24,RCP,0,171.5313312,1,3.704,26.2964
pipe,43902.67,4,10,8,39959,C,18,RCP,0,173.5225209,1,3.704,22.562
pipe,43902.67,4,10,8,39959,C,18,RCP,0,112.3989516,2,3.704,26.2964
pipe,43902.67,4,10,8,39959,C,18,RCP,0,114.5214582,2,3.704,24.4292
structure,44095.71,3.8,0,2,42768,C,15,RCP,40571,13.97358647,1,3.779,25.6736
pipe,43733.67,8.5,0,2,42752,C,15,RCP,24670,26.90653965,1,3.74,8.3538
pipe,43186.67,7.5,6,0,42753,C,54,RCP,22241,61.76579102,1,3.744,20.088
structure,44188.67,2.2,6,8,42747,C,15,RCP,30317,85.6387044,1,3.73,8.432
structure,44188.67,2,6,8,42747,C,15,RCP,30317,92.54660904,1,3.73,8.432
structure,44188.67,2,6,8,42747,C,18,RCP,41090,192.7472063,1,3.732,8.432
pipe,44200.71,4.3,0,2,42746,C,15,RCP,22822,215.7004806,1,3.734,12.7232
structure,44119.67,3,8,2,40115,C,18,RCP,0,20.40859713,1,3.834,18.1232
pipe,44294.67,5,0,2,40137,C,36,RCP,0,131.4937145,2,3.845,15.236
structure,43306.67,10,10,2,42780,C,15,RCP,0,31.29861502,4,3.794,7.344
structure,43306.67,10.6,10,2,42780,C,15,RCP,0,29.46302914,4,3.794,7.344
structure,43306.67,10.5,10,2,42780,C,24,RCP,0,60.90587895,4,3.794,6.528
pipe,43748.67,1,0,8,39792,C,24,RCP,0,192.1771859,1,3.826,29.2432
pipe,44384.67,3,10,8,39792,C,15,VCP,0,45.94897198,4,3.829,42.704
pipe,44341.67,3,0,2,39792,C,24,PE,0,84.4964049,1,3.826,10.2608
pipe,44272.67,2,6,8,40441,C,18,RCP,0,160.8226148,4,3.711,0
pipe,44272.67,2,6,8,40441,C,18,RCP,0,160.8226148,4,3.711,8.1968
structure,44272.67,2,6,8,40442,C,15,RCP,0,134.3693339,3,3.712,8.432
structure,43889.67,3.5,6,0,40448,C,15,RCP,0,91.31338933,3,3.718,3.2736
structure,43889.67,3,6,8,40448,C,15,RCP,0,107.9714237,3,3.718,8.432
pipe,43193.67,11,8,0,42807,C,84,CMP,32044,45.81687707,2,3.746,44.712
structure,43805.71,0,6,2,42825,C,15,RCP,0,41.61569822,1,3.749,20.5616
pipe,43381.67,10,10,0,42842,C,60,RCP,0,17.52312199,1,3.758,4.032
pipe,43381.67,12,10,0,42842,C,60,RCP,0,65.09201404,1,3.758,4.032
structure,43805.71,7.3,0,2,43073,C,18,RCP,23389,25.78051585,1,3.821,21.3344
structure,43805.71,5.2,0,2,40098,C,30,CMP,23389,92.37940301,1,3.821,19.2512
structure,43805.71,7,0,2,40099,C,30,RCP,23389,115.3769976,1,3.821,16.9952
pipe,43055.67,5.2,10,2,42850,C,48,CMP,29221,53.35408608,4,3.753,25.8572
pipe,43055.21,5.7,10,2,42850,C,48,PE,25204,40.14834409,4,3.753,7.544
pipe,43055.21,5.85,10,2,42850,C,48,PE,29221,39.39945961,4,3.753,7.544
pipe,43055.67,8.4,10,2,42850,C,48,RCP,27030,38.99281871,2,3.753,8.4864
pipe,43055.67,6.55,10,2,42850,C,48,CMP,29221,61.34288048,2,3.753,33.1868
pipe,43914.67,8,8,0,42593,O,75,CMP,35611,48.05523399,2,3.768,36.0864
pipe,44277.71,3,0,2,42857,C,30,RCP,0,54.4087393,1,3.705,10.7062
structure,44127.67,3,6,2,42858,C,15,RCP,0,98.39048316,1,3.702,4.5632
pipe,44096.67,8,8,8,42866,R,48,RCP,28491,40.10565133,1,3.695,37.772
pipe,43735.67,4.5,0,3,42873,C,18,RCP,0,34.53361858,1,3.696,11.7528
pipe,43110.67,11,8,0,42594,C,66,RCP,0,31.78388581,2,3.816,18.396
pipe,43110.67,11,8,0,42594,C,66,RCP,0,32.60994946,2,3.816,27.9
pipe,43110.67,11,8,0,42594,C,66,RCP,0,52.20221124,2,3.816,3.7296
pipe,44343.67,4.5,0,0,42880,C,30,CMP,0,85.19970827,1,3.712,10.7088
pipe,44225.67,2,8,8,42881,C,15,RCP,0,45.11995759,1,3.723,12.2688
pipe,43826.71,8.7,0,2,42893,C,36,RCP,0,87.04978421,4,3.743,3.1824
pipe,43826.71,12,0,2,42891,C,36,RCP,0,66.2358114,4,3.74,14.1336
pipe,42961.67,4.7,6,0,40631,C,24,RCP,0,38.58646713,4,3.749,16.2
pipe,43859.67,8.15,6,3,40631,C,48,RCP,0,32.85836872,2,3.75,32.868
pipe,43859.67,8.7,6,3,40631,C,48,RCP,0,10.15984647,2,3.75,6.6096
pipe,43859.67,8.3,6,0,40631,C,72,CMP,0,6.669668257,2,3.75,6.8544
pipe,43795.71,2,6,0,40631,C,24,RCP,0,156.3105417,2,3.749,12.492
pipe,43795.71,0,8,3,40633,C,15,RCP,0,234.1586014,2,3.749,22.8552
pipe,43892.67,2.5,6,0,40637,C,15,RCP,0,72.02575309,4,3.746,2.0832
pipe,44210.67,2.5,6,2,40637,C,15,RCP,0,72.02575309,4,3.746,3.3728
pipe,43892.67,6,6,0,40637,C,15,RCP,0,159.0344269,4,3.746,4.8832
pipe,44210.67,6,6,2,40637,C,15,RCP,0,159.0344269,4,3.746,6.8448
pipe,44210.67,6,6,2,40637,C,15,RCP,0,159.0344269,4,3.746,20.9244
structure,44137.71,4,0,2,43957,C,18,RCP,0,371.3670893,4,3.73,2.576
structure,44137.71,3.5,0,2,43957,C,18,RCP,0,26.48402268,4,3.727,3.68
structure,44137.71,3.5,0,2,43957,C,18,RCP,0,26.48402268,4,3.727,11.144
structure,43810.67,8.1,4,2,42909,C,15,RCP,0,45.4337178,1,3.709,29.4528
pipe,43718.67,9,8,8,42913,C,18,RCP,0,25.37232205,4,3.697,32.1408
structure,44270.67,3,0,2,42914,C,15,RCP,0,52.4730826,1,3.703,18.8652
structure,43847.71,5.5,6,2,42921,C,15,RCP,0,52.35657597,4,3.7,5.1152
structure,43847.71,5.4,0,2,42921,C,15,RCP,0,32.58592679,4,3.703,3.128
structure,44509.71,5.5,0,2,42913,C,24,RCP,0,13.22839974,4,3.697,14.768
structure,44497.71,7,6,2,42927,C,24,RCP,0,44.34537294,4,3.7,14.3336
structure,43846.67,7.7,6,2,42923,C,24,RCP,0,6.96390671,1,3.787,23.312
structure,43847.71,4.3,0,2,42933,C,48,RCP,38060,62.7416797,1,3.777,3.128
structure,43780.71,3.2,0,2,42933,C,18,RCP,0,28.00081699,1,3.722,5.08
pipe,43780.71,3.2,0,2,42933,C,18,RCP,0,28.00081699,1,3.722,11.8384
pipe,43780.71,4.2,0,2,42933,C,24,RCP,39829,8.376090257,1,3.722,20.384
pipe,43780.71,2.2,0,2,42933,C,15,RCP,0,77.32191148,1,3.722,19.942
structure,44428.67,3.1,6,8,42937,C,36,RCP,0,381.2907453,1,3.714,8.432
structure,43725.71,3.1,6,8,42937,C,36,RCP,0,381.2907453,1,3.714,21.5864
pipe,44007.67,2.5,0,2,42940,C,15,VCP,0,213.2276168,4,3.704,27.7536
structure,44144.71,10.8,4,2,42950,C,15,RCP,0,172.4921079,4,3.754,26.3424
structure,44144.71,11.35,10,2,42950,C,15,RCP,0,70.74849273,4,3.754,9.144
structure,44144.71,10.2,10,2,42950,C,30,CMP,0,78.51897099,4,3.754,6.624
pipe,43720.67,7.5,0,2,42956,C,48,RCP,18994,26.23918685,1,3.754,29.432
pipe,44111.67,7,0,2,42950,C,54,CMP,26299,241.1441225,4,3.756,15.3416
pipe,44111.67,9,0,2,42950,C,54,CMP,26299,269.2761267,4,3.758,20.424
pipe,44111.67,10.5,0,2,42950,C,54,CMP,26299,249.4133556,4,3.758,22.5552
pipe,44111.67,11.7,0,2,42950,C,54,CMP,32509,380.2122975,4,3.758,26.8176
pipe,44454.67,6,0,2,42393,C,18,RCP,40781,231.6395638,4,3.774,8.9552
structure,42843.67,9.7,10,2,42954,C,18,RCP,0,142.3084963,4,3.762,6.528
structure,42843.67,11,10,3,42954,C,48,RCP,0,367.7590892,4,3.76,9.45
structure,42843.67,12.55,6,2,42963,C,18,RCP,0,328.1966652,1,3.76,8.4272
structure,42843.67,10,6,3,42963,C,36,RCP,0,42.92636974,1,3.763,12.726
pipe,43972.67,2.6,6,8,42968,C,15,RCP,0,208.816585,1,3.8,9.4176
pipe,43987.67,2.05,6,0,42969,C,18,RCP,10594,84.44252781,1,3.799,16.3572
pipe,44441.67,4,0,2,42970,C,15,RCP,0,85.32877376,1,3.804,5.6816
pipe,43669.71,7,0,0,43381,C,48,RCP,40372,66.48987955,2,3.781,10.9848
structure,43151.67,6,6,2,43004,C,30,RCP,36789,307.4427251,1,3.795,4.1888
structure,43151.67,6.9,6,2,43004,C,48,RCP,0,71.60155261,1,3.791,6.7712
structure,43151.67,7.3,6,2,43004,C,48,RCP,0,190.8315917,1,3.791,5.0048
structure,43151.67,7,6,2,43004,C,48,RCP,0,44.88743618,1,3.791,4.1888
structure,43151.67,6.9,6,2,43004,C,18,RCP,0,280.9877732,2,3.791,4.1888
structure,44328.67,3.5,0,2,42993,C,24,RCP,0,49.30862439,1,3.821,3.68
structure,44328.67,4.3,0,2,42993,C,24,RCP,0,24.97092229,1,3.821,3.68
structure,44418.67,3.6,0,2,42993,C,24,RCP,0,115.587167,1,3.821,3.68
structure,44418.67,5.2,0,2,42993,C,24,RCP,0,116.1990961,1,3.821,3.68
pipe,43875.71,6.5,0,2,41003,C,42,CMP,0,174.4182116,2,3.799,22.2272
pipe,43956.67,2,0,2,40997,C,18,RCP,0,197.1420374,1,3.793,6.968
pipe,44165.71,2,0,2,40997,C,18,RCP,0,197.1420374,1,3.793,6.968
pipe,43712.67,4,4,2,41009,C,18,RCP,0,46.89767794,1,3.801,21.9008
pipe,43712.67,3,0,2,41009,C,15,RCP,0,29.06434462,1,3.801,1.088
pipe,43857.71,5,0,2,41011,C,30,CMP,0,240.4271055,2,3.797,11.7176
pipe,44054.67,5,0,2,41011,C,30,CMP,0,240.4271055,2,3.797,18.2408
pipe,43971.67,3.5,0,2,41011,C,15,RCP,0,158.1127259,2,3.797,11.7876
structure,44144.71,11.92,10,2,43034,R,60,RCP,24026,26.57555829,2,3.757,6.624
structure,44201.71,5,0,2,43069,C,30,RCP,0,23.04364745,1,3.836,19.0256
structure,43948.67,3,0,2,43032,C,30,RCP,0,111.7361334,1,3.866,10.808
structure,43948.67,4.5,0,2,43032,C,30,RCP,0,49.99386609,1,3.866,7.2944
structure,44041.67,1.7,4,2,39288,C,15,RCP,0,20.47826032,1,3.749,4.9248
pipe,44356.67,7,8,2,40658,C,36,RCP,0,169.37513,4,3.71,7.8416
pipe,44356.67,7,8,2,40658,C,36,RCP,0,169.37513,4,3.71,11.0864
pipe,43256.67,12.3,8,3,40627,C,48,CMP,0,212.9368836,1,3.756,15.6104
pipe,44215.67,6,6,2,40644,C,24,RCP,0,128.8581542,4,3.765,7.9376
structure,43810.71,1,10,0,43083,C,24,RCP,0,106.367194,1,3.891,3.948
pipe,44372.67,1,0,2,43083,C,24,RCP,0,106.367194,1,3.891,17.264
structure,43935.67,10.5,8,2,43054,C,15,RCP,0,29.57236047,1,3.886,6.8544
pipe,44174.71,3,0,2,43055,C,24,RCP,0,133.698333,1,3.881,2.574
pipe,43878.67,6.5,0,2,43055,C,15,RCP,0,44.45180737,1,3.873,16.5968
pipe,43878.67,6.5,0,2,43056,C,48,RCP,32689,21.38371776,1,3.855,8.036
pipe,44007.67,2,6,8,43054,C,12,RCP,0,33.06024136,1,3.879,29.0496
pipe,44007.67,1.25,6,3,43054,C,15,RCP,0,102.2917779,1,3.875,5.0576
structure,43881.67,4.8,6,8,40637,C,36,RCP,0,68.16457704,1,3.755,10.472
structure,43873.67,4.3,6,8,42221,C,18,RCP,31778,210.403835,2,3.757,13.532
structure,43626.67,8.3,6,2,43074,C,36,RCP,41107,62.80615187,1,3.69,22.56
structure,43626.67,5.2,6,2,40610,C,12,RCP,0,21.96202746,4,3.701,18.8
structure,43626.67,5.2,6,2,40610,C,42,CMP,0,184.0483348,4,3.701,17.6
structure,43626.67,5.2,6,2,40610,C,42,PE,0,6.64057843,4,3.701,18.8
pipe,43886.67,1,6,8,43075,C,12,RCP,0,21.11709027,1,3.908,33.8
pipe,43886.67,1,6,8,43075,C,12,RCP,0,19.40197833,1,3.908,33.8
